OBJECTID,API,WellName,ZoneStatus,YearDrilled,DateSpud,CompletedDate,ProducingL,ProposedGI,FirstProdD,WellboreSt,SpudReleas,Operator,FieldName,FormationN,Elevation,TD,MD,HasIP,BEG_Core,BEG_Logs,HasCoreRep,HasLogs,HasMudLog,HasResisti,HasPorosit,HasSonic,HasDipMete,HasGammaRa,HasGR_SP,HasDirecti,HasDrillin,HasComplet,HasW1,HasW2,HasHz,IPBBLOil,IPMCFGas,IPBBLWater,PerfTop,PerfBottom,Tops,WebDetailL,CoreReport,LogsLink,Directiona,DrillingLi,Completion,W1Link,DateEffect,W2Link,Cumulative,Cumulati_1,County,BlockNbr,SectionNbr,Direction,Latitude,Longitude
45,4200300133,University - 36-4,Plugged and Abandoned,1954,8/2/1954,9/23/1954,,,00000000,PAO,,UNION TEXAS PETROLEUM CORP.,EMMA,GLORIETA,3168,5450,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,97,0,15,5430,0,,http://utlands.utsystem.edu/API/4200300133,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00133/,,,,,00000000,,,,Andrews,10,36,467  FSL & 1787 FWL,32.129932403564400,-102.633331298828000
46,4200300133,University - 36-4,Plugged and Abandoned,1974,2/20/1974,3/10/1974,,,00000000,PAO,,UNION TEXAS PETROLEUM CORP.,EMMA,HOLT,3168,5450,,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,5225,5293,,http://utlands.utsystem.edu/API/4200300133,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00133/,,,,,00000000,,,,Andrews,10,36,467  FSL & 1787 FWL,32.129932403564400,-102.633331298828000
47,4200300134,"University ""36"" - 5",Plugged and Abandoned,1954,8/30/1954,1/9/1955,,,00000000,PAO,,UNION TEXAS PETROLEUM CORP.,EMMA,DEVONIAN,3168,12420,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,256,0,0,10220,0,,http://utlands.utsystem.edu/API/4200300134,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00134/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300134/3659,7/29/1954,,,,Andrews,10,36,1593  FSL & 2244 FWL,32.133262634277300,-102.632873535156000
48,4200300134,"University ""36"" - 5",Plugged and Abandoned,1954,8/30/1954,1/3/1955,,,00000000,PAO,,UNION TEXAS PETROLEUM CORP.,EMMA,ELLENBURGER,3168,12420,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,256,0,0,10220,0,,http://utlands.utsystem.edu/API/4200300134,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00134/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300134/3659,7/29/1954,,,,Andrews,10,36,1593  FSL & 2244 FWL,32.133262634277300,-102.632873535156000
49,4200300135,"University ""36"" - 6",Plugged and Abandoned,1955,3/22/1955,5/7/1955,,,00000000,PAO,,UNION TEXAS PETROLEUM CORP.,EMMA,GLORIETA,3164,5440,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,93,0,24,5390,0,,http://utlands.utsystem.edu/API/4200300135,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00135/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300135/908,3/16/1955,,,,Andrews,10,36,990  FSL & 990 FWL,32.130729675292900,-102.636260986328000
50,4200300136,"University ""36"" - 7",Plugged and Abandoned,1955,4/8/1955,7/18/1955,,,00000000,PAO,,UNION TEXAS PETROLEUM CORP.,EMMA,DEVONIAN,3179,12478,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,404,0,0,10320,0,,http://utlands.utsystem.edu/API/4200300136,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00136/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300136/3675,3/19/1955,,,,Andrews,10,36,2327  FSL & 1361 FWL,32.134552001953100,-102.636253356933000
51,4200300136,"University ""36"" - 7",Plugged and Abandoned,1955,4/8/1955,7/18/1955,,,00000000,PAO,,UNION TEXAS PETROLEUM CORP.,EMMA,DEVONIAN,3179,12478,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,404,0,0,12346,0,,http://utlands.utsystem.edu/API/4200300136,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00136/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300136/3675,3/19/1955,,,,Andrews,10,36,2327  FSL & 1361 FWL,32.134552001953100,-102.636253356933000
52,4200300140,UNIVERSITY - 11,Shut In,1947,1/19/1947,3/11/1947,,,3/11/1947,SIG,,SCHLACHTER OPERATING CORPORATION,SHAFTER LAKE,YATES,3219,3100,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,0,2974,0,2970,3005,,http://utlands.utsystem.edu/API/4200300140,,,,,,,00000000,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300140/5220,,,Andrews,14,10,1320  FSL & 1320 FWL,32.349487304687500,-102.676277160644000
53,4200300182,UNIVERSITY OF TEXAS - V-1,Plugged and Abandoned,1956,7/27/1956,8/26/1956,,,8/26/1956,PAO,,MOBIL PRODUCING TX. & N.M. INC.,MCFARLAND,QUEEN,3114,4811,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,109,0,0,4735,4779,,http://utlands.utsystem.edu/API/4200300182,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00182/,,,,,00000000,,,,Andrews,04,04,990  FNL & 660 FWL,32.478427886962800,-102.482551574707000
54,4200300184,UNIVERSITY OF TEXAS - V-3,Plugged and Abandoned,1963,4/11/1963,4/11/1963,,,00000000,PAI,,MOBIL OIL CORPORATION,MCFARLAND,QUEEN,3117,4899,,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,14,0,18,4805,4814,,http://utlands.utsystem.edu/API/4200300184,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00184/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300184/948,3/15/1968,,,,Andrews,04,04,1980  FNL & 660 FWL,32.475807189941400,-102.481712341308000
55,4200300200,"UNIVERSITY ""E"" - 1",Plugged and Abandoned,1970,1/24/1970,4/13/1970,,,4/13/1970,PAO,,UNION TEXAS PETROLEUM,PRICHARD,ELLENBURGER,2994,13700,,Y,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,49,0,120,13494,13498,,http://utlands.utsystem.edu/API/4200300200,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00200/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300200/5440,4/19/1961,,,,Andrews,07,07,660  FNL & 660 FWL,32.419464111328100,-102.285102844238000
56,4200300200,"UNIVERSITY ""E"" - 1",Plugged and Abandoned,1961,2/13/1961,6/20/1961,,,6/20/1961,PAO,,UNION TEXAS PETROLEUM,HUTEX,DEAN,2994,13700,,Y,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,65,0,0,9600,9735,,http://utlands.utsystem.edu/API/4200300200,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00200/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300200/5440,4/19/1961,,,,Andrews,07,07,660  FNL & 660 FWL,32.419464111328100,-102.285102844238000
57,4200300200,"University ""E"" - 1",Plugged and Abandoned,1952,11/25/1952,6/18/1953,,,00000000,PAO,,UNION TEXAS PIPELINE CORPORATION,HUTEX,DEVONIAN,2994,13700,,Y,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,3353,0,0,12320,0,,http://utlands.utsystem.edu/API/4200300200,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00200/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300200/5440,4/19/1961,,,,Andrews,07,07,660  FNL & 660 FWL,32.419464111328100,-102.285102844238000
58,4200300257,"University ""A"" - 1",Plugged and Abandoned,1958,2/1/1958,2/22/1958,,,00000000,PAO,,CONTINENTAL OIL COMPANY,"FULLERTON, SE.",SAN ANDRES,3301,4548,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,152,0,0,4455,0,,http://utlands.utsystem.edu/API/4200300257,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00257/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300257/5449,1/30/1958,,,,Andrews,13,21,660  FNL & 1980 FEL,32.382026672363200,-102.769378662109000
59,4200300258,"UNIVERSITY ""10"" - 1",Plugged and Abandoned,1959,7/27/1959,9/3/1959,,,9/3/1959,OIL,,CONTINENTAL OIL COMPANY,FULLERTON,,3273,7050,,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,125,0,0,6914,7044,,http://utlands.utsystem.edu/API/4200300258,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00258/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300258/5462,,,00000000,,49156,52922,Andrews,13,10,1980  FSL & 660 FEL,32.407978057861300,-102.755973815917000
60,4200300258,"UNIVERSITY ""10"" - 1",Producing,1986,3/16/1986,4/24/1986,,,4/24/1986,OIL,,STEPHENS & JOHNSON OPERATING CO.,FULLERTON,SAN ANDRES,3273,7050,,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,118,60,87,4450,4518,,http://utlands.utsystem.edu/API/4200300258,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00258/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300258/5462,,,00000000,,49156,52922,Andrews,13,10,1980  FSL & 660 FEL,32.407978057861300,-102.755973815917000
61,4200300259,"University ""11"" - 1",Plugged and Abandoned,1974,9/18/1974,10/11/1974,,,10/11/1974,OIL,,CONTINENTAL OIL COMPANY,FULLERTON CLEARFORK UPPER,,3272,7050,,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,,,,6138,6178,,http://utlands.utsystem.edu/API/4200300259,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00259/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300259/1003,7/8/1974,,39654,47565,Andrews,13,11,1982  FNL & 660 FWL,32.412536621093700,-102.752853393554000
62,4200300259,"UNIVERSITY ""11"" - 1",Downhole Commingle,1959,10/17/1959,11/14/1959,,,11/14/1959,OIL,,STEPHENS & JOHNSON OPERATING CO.,FULLERTON,,3272,7050,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,130,0,0,6949,7050,,http://utlands.utsystem.edu/API/4200300259,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00259/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300259/1003,7/8/1974,,39654,47565,Andrews,13,11,1982  FNL & 660 FWL,32.412536621093700,-102.752853393554000
63,4200300259,"UNIVERSITY ""11"" - 1",Producing,1989,12/11/1989,1/17/1990,,,1/17/1990,OIL,,STEPHENS & JOHNSON OPERATING CO.,FULLERTON,SAN ANDRES,3272,7050,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,75,1,80,4422,4484,,http://utlands.utsystem.edu/API/4200300259,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00259/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300259/1003,7/8/1974,,39654,47565,Andrews,13,11,1982  FNL & 660 FWL,32.412536621093700,-102.752853393554000
64,4200300260,"University ""11-A"" - 1",Plugged and Abandoned,1986,3/21/1986,4/25/1986,,,00000000,OIL,,FLOYD OPERATING COMPANY,FULLERTON CLEARFORK UPPER,,3267,7035,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,29,0,61,4459,0,,http://utlands.utsystem.edu/API/4200300260,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00260/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300260/5721,1/31/1986,,30748,36171,Andrews,13,11,660  FSL & 660 FWL,32.405529022216700,-102.750511169433000
65,4200300260,"UNIVERSITY ""11-A"" - 1",Downhole Commingle,1986,10/8/1986,10/30/1986,,,00000000,OIL,,STEPHENS & JOHNSON OPERATING CO.,FULLERTON,,3267,7035,,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,,,,,,,http://utlands.utsystem.edu/API/4200300260,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00260/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300260/5721,1/31/1986,,30748,36171,Andrews,13,11,660  FSL & 660 FWL,32.405529022216700,-102.750511169433000
66,4200300260,"UNIVERSITY ""11-A"" - 1",Producing,1986,3/21/1986,4/25/1986,,,4/25/1986,OIL,,STEPHENS & JOHNSON OPERATING CO.,FULLERTON,SAN ANDRES,3267,7035,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,29,0,61,4459,0,,http://utlands.utsystem.edu/API/4200300260,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00260/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300260/5721,1/31/1986,,30748,36171,Andrews,13,11,660  FSL & 660 FWL,32.405529022216700,-102.750511169433000
67,4200300262,"University ""13"" - 15-4",Plugged and Abandoned,1960,1/2/1960,3/2/1960,,,00000000,PAO,,"WEBSTER, KALE",FULLERTON,,3286,7065,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,124,0,9,6970,0,,http://utlands.utsystem.edu/API/4200300262,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00262/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300262/1021,12/31/1959,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300262/5861,,,Andrews,13,15,660  FNL & 1980 FEL,32.400039672851500,-102.757575988769000
68,4200300263,"University ""15-A"" - 1",Plugged and Abandoned,1960,3/18/1960,9/20/1967,,,00000000,DA,,ADOBE OIL CO.,FULLERTON,,3278,7055,,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,,,,,,,http://utlands.utsystem.edu/API/4200300263,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00263/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300263/5868,3/16/1960,,,,Andrews,13,15,1980  FSL & 1980 FEL,32.393028259277300,-102.755233764648000
69,4200300264,"University ""15-B"" - 1",Plugged and Abandoned,1960,4/26/1960,6/5/1960,,,00000000,PAO,,CONTINENTAL OIL COMPANY,FULLERTON,,,7065,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,126,0,11,6979,0,,http://utlands.utsystem.edu/API/4200300264,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00264/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300264/5874,4/28/1960,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300264/5876,,,Andrews,13,15,660  FNL & 1980 FWL,32.399028778076100,-102.761703491210000
70,4200300265,"University ""B-21"" - 1",Plugged and Abandoned,1958,2/1/1958,2/10/1958,,,00000000,PAO,,CONTINENTAL OIL COMPANY,FULLERTON CLEARFORK UPPER,,3299,7126,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,83,0,22,6146,0,,http://utlands.utsystem.edu/API/4200300265,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00265/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300265/5881,5/8/1957,,,,Andrews,13,21,1980  FSL & 1980 FEL,32.374977111816400,-102.767028808593000
71,4200300265,"University ""B-21"" - 1",Plugged and Abandoned,1957,5/9/1957,8/27/1957,,,00000000,PAO,,CONTINENTAL OIL COMPANY,FULLERTON,,3299,7126,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,172,0,0,6998,0,,http://utlands.utsystem.edu/API/4200300265,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00265/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300265/5881,5/8/1957,,,,Andrews,13,21,1980  FSL & 1980 FEL,32.374977111816400,-102.767028808593000
72,4200300267,"UNIVERSITY ""C-16"" - 1",Downhole Commingle,1957,7/13/1957,11/10/1957,,,11/10/1957,OIL,,STEPHENS & JOHNSON OPERATING CO.,FULLERTON,,3310,7102,,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,70,0,1,6923,0,,http://utlands.utsystem.edu/API/4200300267,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00267/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300267/291875,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300267/6246,6/24/1957,,30510,31099,Andrews,13,16,660  FSL & 1980 FEL,32.385517120361300,-102.770538330078000
73,4200300267,"UNIVERSITY ""C-16"" - 1",Downhole Commingle,1957,7/13/1957,11/10/1957,,,11/10/1957,OIL,,STEPHENS & JOHNSON OPERATING CO.,FULLERTON,,3310,7102,,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,70,0,1,4451,0,,http://utlands.utsystem.edu/API/4200300267,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00267/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300267/291875,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300267/6246,6/24/1957,,30510,31099,Andrews,13,16,660  FSL & 1980 FEL,32.385517120361300,-102.770538330078000
74,4200300267,"UNIVERSITY ""C-16"" - 1",Producing,1957,7/13/1957,9/11/1957,,,9/11/1957,OIL,,STEPHENS & JOHNSON OPERATING CO.,"FULLERTON, SE.",SAN ANDRES,3310,7102,,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,222,0,5,6923,0,,http://utlands.utsystem.edu/API/4200300267,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00267/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300267/291875,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300267/6246,6/24/1957,,30510,31099,Andrews,13,16,660  FSL & 1980 FEL,32.385517120361300,-102.770538330078000
75,4200300267,"UNIVERSITY ""C-16"" - 1",Producing,1957,7/13/1957,9/11/1957,,,9/11/1957,OIL,,STEPHENS & JOHNSON OPERATING CO.,"FULLERTON, SE.",SAN ANDRES,3310,7102,,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,222,0,5,4451,0,,http://utlands.utsystem.edu/API/4200300267,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00267/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300267/291875,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300267/6246,6/24/1957,,30510,31099,Andrews,13,16,660  FSL & 1980 FEL,32.385517120361300,-102.770538330078000
76,4200300268,"Texas ""B"" - 3",Plugged and Abandoned,1965,4/21/1965,6/18/1965,,,00000000,DA,,CHEVRON U. S. A. INC.,SHAFTER LAKE,SAN ANDRES,3275,9935,,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,,,,,,,http://utlands.utsystem.edu/API/4200300268,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00268/,,,,,00000000,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300268/6260,,,Andrews,13,23,1980  FNL & 1789 FEL,32.386707305908200,-102.734703063964000
77,4200300268,"Texas ""B"" - 3",Plugged and Abandoned,1960,9/8/1960,2/16/1961,,,00000000,DA,,CHEVRON U. S. A. INC.,SHAFTER LAKE,DEVONIAN,3275,9935,,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,,,,,,,http://utlands.utsystem.edu/API/4200300268,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00268/,,,,,00000000,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300268/6260,,,Andrews,13,23,1980  FNL & 1789 FEL,32.386707305908200,-102.734703063964000
78,4200300269,"UNIVERSITY ""10"" - 2",Downhole Commingle,1985,12/24/1985,12/24/1985,,,00000000,OIL,,STEPHENS & JOHNSON OPERATING CO.,FULLERTON,,3278,7050,,Y,N,Y,N,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,N,154,0,188,4398,0,,http://utlands.utsystem.edu/API/4200300269,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00269/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300269/6268,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300269/1083,1/2/1985,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300269/7137,49156,52922,Andrews,13,10,1982  FNL & 660 FEL,32.411529541015600,-102.756950378417000
79,4200300269,"UNIVERSITY ""10"" - 2",Producing,1985,1/28/1985,12/23/1985,,,12/23/1985,OIL,,STEPHENS & JOHNSON OPERATING CO.,FULLERTON,SAN ANDRES,3278,7050,,Y,N,Y,N,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,N,154,0,188,4398,0,,http://utlands.utsystem.edu/API/4200300269,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00269/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300269/6268,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300269/1083,1/2/1985,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300269/7137,49156,52922,Andrews,13,10,1982  FNL & 660 FEL,32.411529541015600,-102.756950378417000
80,4200300269,"UNIVERSITY ""10"" - 2",Plugged and Abandoned,1959,11/9/1959,12/18/1959,,,12/18/1959,OIL,,CONTINENTAL OIL COMPANY,FULLERTON,,3278,7050,,Y,N,Y,N,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,N,128,0,2,6936,0,,http://utlands.utsystem.edu/API/4200300269,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00269/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300269/6268,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300269/1083,1/2/1985,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300269/7137,49156,52922,Andrews,13,10,1982  FNL & 660 FEL,32.411529541015600,-102.756950378417000
81,4200300270,GULF UNIVERSITY - 2,Plugged and Abandoned,1966,12/24/1966,1/29/1967,,,1/29/1967,PAO,,ADOBE OIL CO.,FULLERTON,SAN ANDRES,3266,7040,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,96,0,22,4494,0,,http://utlands.utsystem.edu/API/4200300270,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00270/,,,,,00000000,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300270/1099,,,Andrews,13,11,795  FNL & 1982 FWL,32.416679382324200,-102.749771118164000
82,4200300271,University - 15-2,Plugged and Abandoned,1960,4/9/1960,5/3/1960,,,00000000,PAO,,CONTINENTAL OIL COMPANY,FULLERTON,,3273,7045,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,229,0,5,6952,0,,http://utlands.utsystem.edu/API/4200300271,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00271/,,,,,00000000,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300271/7146,,,Andrews,13,15,660  FNL & 760 FEL,32.400959014892500,-102.753768920898000
83,4200300272,"University ""A"" - 2",Plugged and Abandoned,1958,7/22/1958,8/9/1958,,,00000000,PAO,,CONTINENTAL OIL COMPANY,"FULLERTON, SE.",SAN ANDRES,3303,4551,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,153,0,49,4466,0,,http://utlands.utsystem.edu/API/4200300272,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00272/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300272/7153,7/14/1958,,,,Andrews,13,21,660  FNL & 660 FEL,32.383029937744100,-102.765274047851000
84,4200300273,"University ""B 21"" - 2",Plugged and Abandoned,1957,10/21/1957,12/3/1957,,,00000000,PAO,,CONTINENTAL OIL COMPANY,"FULLERTON, SE.",SAN ANDRES,3298,4460,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,71,0,53,4439,0,,http://utlands.utsystem.edu/API/4200300273,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00273/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300273/7160,10/2/1957,,,,Andrews,13,21,1980  FSL & 1980 FWL,32.373970031738200,-102.771163940429000
85,4200300274,"University ""C"" - 16-2",Plugged and Abandoned,1958,8/7/1958,8/30/1958,,,00000000,PAO,,CONTINENTAL OIL COMPANY,"FULLERTON, SE.",SAN ANDRES,3311,4555,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,102,0,0,4456,0,,http://utlands.utsystem.edu/API/4200300274,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00274/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300274/8001,8/6/1958,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300274/8003,,,Andrews,13,16,660  FSL & 660 FEL,32.386516571044900,-102.766433715820000
86,4200300275,"University ""A"" - 3",Plugged and Abandoned,1958,4/13/1958,5/3/1958,,,00000000,PAO,,CONTINENTAL OIL COMPANY,"FULLERTON, SE.",SAN ANDRES,3288,4545,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,117,0,5,4446,0,,http://utlands.utsystem.edu/API/4200300275,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00275/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300275/8005,3/25/1958,,,,Andrews,13,21,1980  FNL & 1980 FEL,32.378540039062500,-102.768211364746000
87,4200300276,"University ""B-21"" - 3",Plugged and Abandoned,1958,6/15/1958,10/18/1958,,,00000000,PAO,,CONTINENTAL OIL COMPANY,FULLERTON,,3284,7218,,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,73,0,60,6940,0,,http://utlands.utsystem.edu/API/4200300276,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/003_Andrews/00276/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4200300276/8013,5/29/1958,,,,Andrews,13,21,1980  FSL & 660 FEL,32.375976562500000,-102.762924194335000
